batch_size,n_steps,gamma,learning_rate,lr_schedule,ent_coef,clip_range,n_epochs,gae_lambda,max_grad_norm,vf_coef,ortho_init,activation_fn,net_arch_width,net_arch_depth
512,64,0.95,1.5446251426958884e-05,constant,0.00541362496616929,0.1,10,0.9,0.8,0.9397269365273601,False,relu,512,2
